Cidade,Categoria,Nome,Rating,Endereço,Tipos,Latitude_Nova,Longitude_Nova,Total_Reviews_Novo
Póvoa de Varzim,hotel,Hotel Costa Verde,4.5,"Av. Vasco da Gama 56, 4490-410 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,São Félix Hotel Hillside and Nature,4.6,"R. de São Félix 1125, 4570-345 Laundos, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Hotel Axis Vermar Conference & Beach Hotel,4.1,"R. da Imprensa Regional 90, 4490-518 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Varzinn Hotel,4.6,"R. José Morneiro 100, 4490-100 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Hospedagem - Alojamento Local - Guest House - Hotel,5.0,"R. Pereira Azurar 3 2 esquerdo, 4490-543 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,B&B Hotels,4.3,"R. 5 de Outubro 1024, 4480-700 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,MJ Guest House,4.8,"Travessa da Anta 65, 4495-606 Terroso, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Guest House Da Mata,5.0,"R. da Mata 200, 4490-047 A Ver-o-Mar, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,PÓVOA BEACH OCEAN VIEW,4.9,"Av. Repatriamento dos Poveiros, 4490-404 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Hotel Suave Mar,4.4,"Av. Eng. Eduardo Arantes e Oliveira, 4740-298 Esposende, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Casa Fragosa Alojamento Local,4.6,"Av. dos Pescadores 640, 4490-013 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Hotel Avenida,4.3,"Av. Mouzinho de Albuquerque 54, 4490-409 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Venceslau Wine Boutique Hotel,4.5,"R. das Mós 13, 4480-754 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Sardines and Friends Hostel,4.2,"R. da Ponte 4, 4490-523 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Junqueira 76 - Guest House,4.6,"R. da Junqueira 76, 4490-519 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Luso Brasileiro,4.0,"R. dos Cafés 16, 4490-595 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Hotel Brazão,4.3,"Av. Dr. João Canavarro 7, 4480-688 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Axis Ofir Beach Resort Hotel,4.2,"R. Raúl Sousa Martins 99, 4740-405 Fão, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Villa Regio - alojamento local,4.3,"R. de Santo Amaro 26, 4480-780 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Hotel Torre Mar,4.2,"R. Gomes de Amorim 2121, 4490-091 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Hotel Do Parque,4.1,"Praça Galiza, 4900-476 Viana do Castelo, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,ó Poboa - Guesthouse,4.8,"R. Alm. Reis 40, 4490-463 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Hotel Contriz,4.5,"R. da Estela 2843, 4570-209 Estela, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Apulia Praia Hotel,4.0,"Av. da Praia 45, 4740-033 Apúlia, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Casa da avò lurdes,5.0,"Rua António Graça 150, 4490-499 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Rêve D'Or,4.2,"Praça Marquês de Pombal 18, 4490-442 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Laranjal Guesthouse,5.0,"Largo do Laranjal 17, 4480-707 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Apartamento Latino Coelho - Póvoa de Varzim,5.0,"R. Latino Coelho 952, 4490-650 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,"A casa da estrela, albergue Caminho de Santiago",5.0,"R. das Póvoas 25, 4485-109 Fajozes, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Forte de São João Baptista de Vila do Conde,4.4,"Av. do Brasil 4480, 4480-659 Vila do Conde, Portugal","lodging, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Naval Guest House,4.4,"R. do Cais das Lavandeiras 39, 4480-789 Vila do Conde, Portugal","restaurant, lodging, food, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Mar À Vista Guest House,3.8,"R. Serpa Pinto nº58A, 4490-680 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Conde Surf Camp,5.0,"Av. Sacadura Cabral 265, 4480-675 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Siglas & Runas,4.9,"Av. Mouzinho de Albuquerque 72, 4490-409 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Residencial Princesa do Ave,4.3,"R. Dr. António José Sousa Pereira 395 261, 4480-807 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,WE ARE HOSTEL,4.6,"R. Dom António Costa 231, 4490-590 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Refúgio do Mar,5.0,"R. da Praia N° 456, 4495-031 Aguçadoura, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,hotel,Apartamento Mar & Sol,4.7,"R. Elias Garcia 24 1º, 2º, 4490-628 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Cocktail Bar,4.5,"R. José Malgueira 13, 4490-647 Póvoa de Varzim, Portugal","bar, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Bar da Praia,4.2,"R. da Imprensa Regional, 4490-588 Póvoa de Varzim, Portugal","bar, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Tertúlia,4.5,"R. do Varzim Sport Clube 161, 4490-410 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Mary Janes,4.7,"R. Eng. Ezequiel Campos 152, 4490-151 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Serrante,4.6,"Av. dos Pescadores 640, 4490-013 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Maresia - Beach Bar,3.5,"Marginal, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Plastic Dining Club - Póvoa de Varzim,3.8,"Av. dos Descobrimentos, 4490-408 Póvoa de Varzim, Portugal","bar, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Náutico Bar,4.2,"Largo, R. do Alto de Martins Vaz, 4490-424 Póvoa de Varzim, Portugal","restaurant, bar, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Lota Bar,4.5,"Porto de Pesca da, 4490-000 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Fora d' Água - Esplanada Bar,4.0,"Marginal, Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,"Theatro - restaurante, wine bar e galeria de arte",4.7,"R. Santos Minho 10, 4490-549 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Nosso Café - Restaurante & Cervejaria,4.6,"R. Ramalho Ortigão 119, 4490-678 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Café Schmits,4.5,"R. Serpa Pinto 93A, 4490-680 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Dunas Pub Café,5.0,"Largo passeio alegre Edifício sopete, 26, Dunas Pub café, loja 2, 4490-428 Póvoa de Varzim, Portugal","bar, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Booggie Snack Bar - Restaurante,4.0,"Povoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,preto & sal,4.2,"Av. Santos Graça, 4490-435 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Ringue GH,5.0,"Praça Almeida Garrett 332, 4490-436 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Café.Bar,4.0,"Av. Repatriamento dos Poveiros 35, 4490-404 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Turbante - Salao De Cha,4.2,"R. Caetano de Oliveira 80, 4490-407 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Café Concerto Esplanada do Carvalhido,4.3,"4490-628 Povoa de Varzim, Portugal","bar, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Tertúlia na Praia,4.7,"Praia dos Beijinhos, 4490 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Café Varzim,4.1,"Portugal, R. Bernardino da Ponte 129, 4490-089 A Ver-o-Mar, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Berlin Café,3.9,"Av. dos Banhos 797, 4490-407 Póvoa de Varzim, Portugal","cafe, bar, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Cafe Snack Bar Bonanza,4.1,"Praça do Almada 8, 4490-438 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Paimó Beach Bar,4.6,"Largo do Cruzeiro, 4495-052 Aguçadoura, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Brisa Café,4.2,"R. Caetano de Oliveira 112, 4490-407 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Café Ritz,4.6,"Praça da República 8, 4490-437 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Bar Averomar Futebol Clube,4.6,"R. Carreira da Boucinha, Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Marvirtual,3.5,"Passeio Alegre S/N, 4490-403 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Café Clarinha,5.0,"R. Patrão Lagoa 7, 4490-578 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Tapas & Melodia,4.3,"R. Caetano de Oliveira 227, 4490-650 Póvoa de Varzim, Portugal","restaurant, bakery, store, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Planetas Bar,4.2,"N206 352, Balazar, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Triettu,4.8,"Avenida Mouzinho albuquerque 29 loja 3 e 4 Galerias Euracini 2, 4490-409 Póvoa de Varzim, Portugal","bakery, bar, store, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Eat4you,4.3,"Avenida dos Pescadores 469 rez, 4490-013 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Cervejaria da Póvoa,1.0,"Tv. dos Banhos, 4490-650 Póvoa de Varzim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Nortada Café,4.5,"R. da Praia 1, 4495-031 Aguçadoura, Portugal","meal_takeaway, bar, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Grainha & Co.,5.0,"R. Caetano de Oliveira 57, 4490-610 Póvoa de Varzim, Portugal","liquor_store, bar, grocery_or_supermarket, store, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,éLeBê Póvoa,4.7,"R. Ten. Veiga Leal 40, 4490-586 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Taberna Londrina Póvoa de Varzim,4.3,"Largo Dr. José Pontes, Edifício do, R. Clube Desportivo da Póvoa, 4490-430 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,bar,Salero,4.3,"R. das Cardosas 288b, 4495-125 Amorim, Portugal","bar, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Castelo da Póvoa,4.4,"R. Ten. Veiga Leal 40, 4490-586 Póvoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Povoa de Varzim,5.0,"4490-463 Povoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Homenagem às Mulheres do Mar,4.6,"41°22'38. 8°45'53., R. 1 5, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Casino da Póvoa,4.3,"Edf. Do Casino da Póvoa de Varzim, 4490-403 Póvoa de Varzim, Portugal","casino, tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Chafarizes da Costa,5.0,"Largo Dr. Vasques Calafate 2, 4490-585 Póvoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Farol da Póvoa de Varzim,4.5,"Povoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Gerês Prô,,"R. de Barreiros 86, 4490-411 Póvoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Parque da Cidade da Póvoa de Varzim,4.7,"R. do Graceiro 57, 4495 Amorim, Portugal","park, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Fontanário de São Sebastião,4.4,"Largo Eça de Queiroz 1, 4490-423 Póvoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Homenagem a António Nobre,5.0,"Largo António Nobre 127, 4490-533 Póvoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Chafariz do Casino,5.0,"Edf. Do Casino da, 4490-403 Póvoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Monumento Fernando da Silva Gonçalves,4.5,"Av. dos Banhos, Póvoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Coreto da Praça do Almada,4.5,"Praça do Almada 13, 4490-438 Póvoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Mirante,5.0,"Esplanada do Carvalhido Lado Norte, Av. dos Banhos 404, 4490-407 Póvoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Praia Redonda,5.0,"Povoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Ethnography and History Museum of Póvoa de Varzim,4.6,"R. Visc. de Azevedo nº 17, 4490-589 Póvoa de Varzim, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Monumento a Eça de Queiroz,4.6,"Praça do Almada, 4490-438 Póvoa de Varzim, Portugal","point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Praia do Fragosinho,4.4,"Av. dos Pescadores 698, A Ver-o-Mar, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Azurara Parque Aventura,4.3,"Rua das Flores Azurara, 4480-190 Vila do Conde, Portugal","park, amusement_park, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Monumento a Pe. João Francisco Marques,5.0,"R. Ten. Veiga Leal 209, 4490-586 Póvoa de Varzim, Portugal","point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Homenagem ao Povo de Póvoa de Varzim,4.8,"4490-410 Povoa de Varzim, Portugal","point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Gato Bravo ️.pesca e passeios turísticos,4.7,"praça joao xxiii nª 225, 6 esq, 4490-440 Póvoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Igreja Matriz da Póvoa de Varzim,4.6,"R. da Igreja 28, 4490-517 Póvoa de Varzim, Portugal","tourist_attraction, church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Allee der Bäder,5.0,"Av. dos Banhos, 4490-628 Póvoa de Varzim, Portugal","park, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Marina da Póvoa de Varzim,4.3,"Povoa de Varzim, Portugal","point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,MR. O - Doughnuts & Burgers,4.6,"Praça dos Combatentes nº39, 4490-621 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Farol do Molhe Sul,4.4,"Vila do Conde, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Arte Urbana MRKAS,,"R. da Fortaleza 20, 4490-511 Póvoa de Varzim, Portugal","tourist_attraction, point_of_interest, establishment",,,
Póvoa de Varzim,tourist_attraction,Rates Park - Parque Aventura,4.4,"S.PEDRO DE, Tv. da Corga do Frade, 4570-424 Póvoa de Varzim, Portugal","point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Nosso Café - Restaurante & Cervejaria,4.6,"R. Ramalho Ortigão 119, 4490-678 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Hortas café,4.9,"R. das Hortas, 4490-530 Póvoa de Varzim, Portugal","cafe, store, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,LEBLON - Café & Petisqueira - Póvoa de Varzim,4.4,"R. de Costa Júnior, 4490-614 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Garden Coffee,4.6,"R. Alfredo Guimarães 103, 4490-592 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Praça Café,4.4,"Praça do Almada 16, 4490-438 Póvoa de Varzim, Portugal","cafe, store, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Ritz,4.6,"Praça da República 8, 4490-437 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Crispalino,4.6,"R. de Viriato Barbosa 902, 4490-683 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Caravela (Paulinha),4.7,"Av. Mouzinho de Albuquerque 96, 4490-409 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,BO.CA Brunch Café,4.6,"R. Caetano de Oliveira 226, 4490-610 Póvoa de Varzim, Portugal","cafe, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,O Meu Café - Snooker,4.4,"4490-673 Povoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Avenida,4.6,"Av. Mouzinho de Albuquerque, 4490-409 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Barreiros - Póvoa de Varzim,4.4,"R. de Bonitos de Amorim 579, 4490-489 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Expresso - Póvoa de Varzim,4.6,"Av. Mouzinho de Albuquerque 8, 4490-409 Póvoa de Varzim, Portugal","cafe, book_store, store, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café caico,4.6,"R. da Lapa 110, 4490-520 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Cafe Surpresa,4.3,"Largo das Dores 138, 4490-409 Póvoa de Varzim, Portugal","meal_takeaway, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Essencials Café & Ayurveda | Póvoa de Varzim,4.9,"R. Cândido Landolt 14, 4490-535 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café.Bar,4.0,"Av. Repatriamento dos Poveiros 35, 4490-404 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Islândia,4.4,"R. da Igreja 12, 4490-517 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Guarda-Sol,4.1,"Av. dos Banhos 130, 4490-407 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Berlin Café,3.9,"Av. dos Banhos 797, 4490-407 Póvoa de Varzim, Portugal","cafe, bar, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Lima Pereira,4.4,"R. de Penalves 341, 4490-542 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Grab&Go Póvoa de Varzim,4.2,"Av. Vasco da Gama 601 loja 7, 4490-410 Póvoa de Varzim, Portugal","restaurant, cafe, supermarket, grocery_or_supermarket, store, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Torreão by Praça,4.4,"Praça Marquês de Pombal, 4490-442 Póvoa de Varzim, Portugal","restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Nortcoffee,4.5,"R. Alberto Pinheiro Torres 441, 4490-603 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Avenida,4.6,"R. da Cavaleira 26, 4490-042 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Ss Café,4.9,"R. Gomes de Amorim 779, 4490-641 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Triettu,4.8,"Avenida Mouzinho albuquerque 29 loja 3 e 4 Galerias Euracini 2, 4490-409 Póvoa de Varzim, Portugal","bakery, store, restaurant, food, bar, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Cafe F 6,4.2,"R. Dr. Josué Trocado 241, 4490-462 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Time Out Café - Prato do dia,4.6,"R. Cidade de Barcelos 154, 4490-198 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Cerqueira's,4.4,"R. do Comendador Francisco Quintas, 4490-489 Póvoa de Varzim, Portugal","cafe, store, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café O Martins,5.0,"R. Sacra Família 12, 4490-548 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Los Compadres,4.5,"R. António Pereira Marques, 4490-063 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Concerto Esplanada do Carvalhido,4.3,"4490-628 Povoa de Varzim, Portugal","restaurant, food, bar, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Sublime Café e Snack-Bar,4.7,"R. Flávio Gonçalves, 4490-614 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Ultramar Café,4.1,"Praça do Almada 16, 4490-438 Póvoa de Varzim, Portugal","cafe, store, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Pérola do Mercado,4.4,"Largo Dr. David Alves 4490, 4490-442 Póvoa de Varzim, Portugal","cafe, store, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Rally,4.6,"R. Elias Garcia 59, 4490-628 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Mostarda Café,4.4,"Praça João XXIII 105, 4490-440 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Marés,4.0,"Av. dos Banhos 534, 4490-407 Póvoa de Varzim, Portugal","cafe, food, point_of_interest, establishment",,,
Póvoa de Varzim,cafe,Café Mar Azul,4.7,"R. Sacra Família 111, 4490-593 Póvoa de Varzim, Portugal","meal_takeaway, restaurant, food, point_of_interest, establishment",,,
Póvoa de Varzim,church,Igreja Matriz da Póvoa de Varzim,4.6,"R. da Igreja 28, 4490-517 Póvoa de Varzim, Portugal","tourist_attraction, church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,church,Coração de Jesus Basilica,4.5,"R. Gomes de Amorim 45, 4490-641 Póvoa de Varzim, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,church,Igreja de Nossa Senhora da Lapa,4.6,"4490-154 Povoa de Varzim, Portugal","tourist_attraction, church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,church,Igreja Nossa Senhora das Dores,4.5,"R. Sra. do Monte 4 5, 4490-584 Póvoa de Varzim, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,church,Igreja Paroquial de São José de Ribamar,4.7,"Av. Mouzinho de Albuquerque, 4490-409 Póvoa de Varzim, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,church,Igreja de Nossa Senhora do Desterro,4.6,"R. Serpa Pinto 93A, 4490-579 Póvoa de Varzim, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,church,Comunidade Cristã Ágape,4.9,"R. de Dom Manuel I 220, 4490-592 Póvoa de Varzim, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,church,Ermida do Senhor do Bonfim,4.3,"R. do Coelheiro 3, 4490-552 Póvoa de Varzim, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,church,A Igreja de Jesus Cristo dos Santos dos Últimos Dias,4.7,"R. do Bocal da Gândara 700, 4490-557 Póvoa de Varzim, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,church,Uma Igreja que ama sua familia,5.0,"R. Elias Garcia 136, 4490-628 Póvoa de Varzim, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,church,Ministério Tabernáculo Santo em Portugal,5.0,"Av. Repatriamento dos Poveiros 275 Rés de Chão, 4490-404 Póvoa de Varzim, Portugal","church, place_of_worship, point_of_interest, establishment",,,
Póvoa de Varzim,church,Igreja da Misericórdia,4.3,"R. do Conselheiro Abel de Andrade 41, 4490-621 Póvoa de Varzim, Portugal","church, place_of_worship, point_of_interest, establishment",,,
